pais,categoria,laboratorio,producto,mkt_am1,mkt_am2,mkt_am3,mkt_am4,mkt_am5,ms_am1,ms_am2,ms_am3,ms_am4,ms_am5,es_genomma,er_aplicado,mkt_usd_am1,mkt_usd_am2,mkt_usd_am3,mkt_usd_am4,mkt_usd_am5,pais_nombre
BRA,BEBIDAS,TAKEDA PHARMA,HIDRAFIX,486.65999999999997,1186.25,1023.26,962.89,649.27,0.00012690576134305825,0.00028647900857595876,0.00033925381546204286,0.000406550527933119,0.00034961033893129306,False,5.242934838709678,92.82205767786546,226.25686499890665,195.1693147977081,183.6547715395551,123.83712938911707,Brasil
BRA,BEBIDAS,UNIAO QUIMICA,BABYDRAX,1202.6799999999998,686.64,1246.64,90542.51000000001,1647504.83,0.0003136214627297688,0.00016582334790187257,0.0004133136998491108,0.03822877508426685,0.8871266530214585,False,5.242934838709678,229.39060602477136,130.964816676796,237.7752229144253,17269.432633704666,314233.32173349353,Brasil
BRA,BEBIDAS,UNIAO QUIMICA,XANTINON AFTER,1632834.92,1903697.48,520005.95999999996,,,0.42579246017780714,0.45974235338162367,0.1724038914772418,,,False,5.242934838709678,311435.2877217623,363097.68070062704,99182.228274265,,,Brasil
BRA,BEBIDAS,UNIFABRA UNIAO DE FARMACIAS,HIDRADAY,603727.07,838753.96,178067.89,49950.630000000005,,0.15743320482834797,0.20255882225497102,0.05903701023569313,0.021090108939849715,,False,5.242934838709678,115150.59572027436,159977.94857325044,33963.39940853122,9527.226932366986,,Brasil
BRA,BEBIDAS,UNILEVER,LIQUID I.V,397299.39999999997,,,,,0.10360330176743565,,,,,False,5.242934838709678,75778.05412851137,,,,,Brasil
BRA,BEBIDAS,VECTOR FARMACEUTICA,SOROHYDRAT,201213.38,178969.28,32134.49,,,0.052470178731167744,0.04322102583768444,0.0106539377483991,,,False,5.242934838709678,38378.00510401156,34135.32410867146,6129.103448462564,,,Brasil
BRA,CORPORALES,A2F LABORATORIO,PENSEVITA,73642.0,65250.72,48697.44,35512.56,10345.8,0.001505480239368911,0.0014482905622513651,0.0012263876810746615,0.0011027152875674382,0.00036041979819722225,False,5.242934838709678,14045.949885984814,12445.456983031789,9288.202409165317,6773.412428818185,1973.2841086665444,Brasil
BRA,CORPORALES,AALTAMP COMERCIAL,FOLHA NATIVA,20131.52,19227.1,3926.96,2559.54,2435.02,0.0004115532650995359,0.0004267604628648269,9.889586327480362e-05,7.947734230200133e-05,8.482953633418393e-05,False,5.242934838709678,3839.7425524659975,3667.23993173486,749.000344426644,488.1884056811815,464.43834892277147,Brasil
BRA,CORPORALES,ABBOCCATO,MADRESSENZA,33020.04,59665.78,63545.43,51844.770000000004,42294.7,0.0006750362255665384,0.0013243284681512518,0.0016003168244694635,0.0016098535408153537,0.0014734333970125128,False,5.242934838709678,6298.006939969229,11380.225357651814,12120.202130080062,9888.50168749367,8066.989444104747,Brasil
BRA,CORPORALES,ABELHA RAINHA,ABALHA RAINHA ABH,243088.4,50283.91,,,,0.004969511727272557,0.001116090554803028,,,,False,5.242934838709678,46364.94777795593,9590.794382707838,,,,Brasil
BRA,CORPORALES,ABELHA RAINHA,ABBELHA RAINHA POS SOL,96.74,1206.3700000000001,3127.02,1443.24,,1.9776779331977466e-06,2.6776321940710838e-05,7.875031637133466e-05,4.481464618796362e-05,,False,5.242934838709678,18.451497677550456,230.09441030873006,596.4254937735562,275.27330481856444,,Brasil
